line_1,suburb,postal_code,state,country,location
12 CARABELLA ROAD,CARINGBAH,2229,NSW,AUSTRALIA,"{'longitude': 151.13274336, 'latitude': -34.03869431}"
"UNIT 2, 42 WESTS ROAD",MARIBYRNONG,3032,VIC,AUSTRALIA,"{'longitude': 144.88204241, 'latitude': -37.77158137}"
46B LAURA AVENUE,BELMONT,3216,VIC,AUSTRALIA,"{'longitude': 144.33208728, 'latitude': -38.17939453}"
8 BENDERSON ROAD,CHAMPION LAKES,6111,WA,AUSTRALIA,"{'longitude': 115.97740504, 'latitude': -32.13881882}"
24 CRAWFORD STREET,BRAESIDE,3195,VIC,AUSTRALIA,"{'longitude': 145.11065058, 'latitude': -38.00567379}"
"UNIT 6, 6 EAST GORDON STREET",MACKAY,4740,QLD,AUSTRALIA,"{'longitude': 149.19630576, 'latitude': -21.14511608}"
21 BARNETT STREET,SOUTH PENRITH,2750,NSW,AUSTRALIA,"{'longitude': 150.68831413, 'latitude': -33.77398187}"
"UNIT 42, 26 ARGONAUT STREET",SLACKS CREEK,4127,QLD,AUSTRALIA,"{'longitude': 153.12182836, 'latitude': -27.63132469}"
"UNIT 2, 694 LOGAN ROAD",GREENSLOPES,4120,QLD,AUSTRALIA,"{'longitude': 153.05339059, 'latitude': -27.51133947}"
10 MAWSON CLOSE,NORTH BOAMBEE VALLEY,2450,NSW,AUSTRALIA,"{'longitude': 153.09121458, 'latitude': -30.30941706}"
23 ONSLOW STREET,CANTERBURY,2193,NSW,AUSTRALIA,"{'longitude': 151.11163733, 'latitude': -33.91772725}"
291 MOUNT WARREN BOULEVARD,MOUNT WARREN PARK,4207,QLD,AUSTRALIA,"{'longitude': 153.19688853, 'latitude': -27.73164728}"
22 BRENTWOOD DRIVE,STRATHFIELDSAYE,3551,VIC,AUSTRALIA,"{'longitude': 144.33610281, 'latitude': -36.80039937}"
"UNIT 3, 18 ARWEN STREET",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.06878408, 'latitude': -26.65365067}"
4 WATERS EDGE CLOSE,BATHUMI,3730,VIC,AUSTRALIA,"{'longitude': 146.07394045, 'latitude': -36.02706313}"
"UNIT 8, 1 BALLANTYNE STREET",MOSMAN,2088,NSW,AUSTRALIA,"{'longitude': 151.23840622, 'latitude': -33.83151107}"
6 KOORINGA COURT,ROSEBUD,3939,VIC,AUSTRALIA,"{'longitude': 144.91401389, 'latitude': -38.36380184}"
1166 PINE MOUNTAIN ROAD,PINE MOUNTAIN,4306,QLD,AUSTRALIA,"{'longitude': 152.6911777, 'latitude': -27.51938473}"
36 CHURCH STREET,ASHFIELD,2131,NSW,AUSTRALIA,"{'longitude': 151.12568421, 'latitude': -33.87965157}"
8 ORONSAY ROAD,GREENWOOD,6024,WA,AUSTRALIA,"{'longitude': 115.79463071, 'latitude': -31.83566661}"
329 BRIDGE CREEK ROAD,BINDA,2583,NSW,AUSTRALIA,"{'longitude': 149.39138616, 'latitude': -34.2389943}"
13 CONNELLY PLACE,MOUNT HELENA,6082,WA,AUSTRALIA,"{'longitude': 116.21910711, 'latitude': -31.86438286}"
14 SPINEBILL DRIVE,SWAN VIEW,6056,WA,AUSTRALIA,"{'longitude': 116.03892751, 'latitude': -31.87791307}"
"UNIT 4, 2-4 MAPLE STREET",CABRAMATTA,2166,NSW,AUSTRALIA,"{'longitude': 150.93172989, 'latitude': -33.89667265}"
"UNIT 1, 19 LENNOX CIRCUIT",POTTSVILLE,2489,NSW,AUSTRALIA,"{'longitude': 153.54937387, 'latitude': -28.38750074}"
36 PARKLAND DRIVE,YANCHEP,6035,WA,AUSTRALIA,"{'longitude': 115.65685405, 'latitude': -31.54654518}"
"UNIT 7, 1 PROSPECT ROAD",SUMMER HILL,2130,NSW,AUSTRALIA,"{'longitude': 151.13196864, 'latitude': -33.89020792}"
134 DEL MAR DRIVE,COPACABANA,2251,NSW,AUSTRALIA,"{'longitude': 151.43439019, 'latitude': -33.48526108}"
39 GALAH STREET,LONGREACH,4730,QLD,AUSTRALIA,"{'longitude': 144.25656598, 'latitude': -23.43528869}"
192 MERTON STREET,ALTONA MEADOWS,3028,VIC,AUSTRALIA,"{'longitude': 144.77648596, 'latitude': -37.87801583}"
23 CRYSTAL STREET,GREYSTANES,2145,NSW,AUSTRALIA,"{'longitude': 150.94456408, 'latitude': -33.81113908}"
19 PORTLAND PARADE,REDLAND BAY,4165,QLD,AUSTRALIA,"{'longitude': 153.29009566, 'latitude': -27.62501658}"
61 KIERS ROAD,MIAMI,4220,QLD,AUSTRALIA,"{'longitude': 153.43270278, 'latitude': -28.06074565}"
54 DRYSDALE CRESCENT,BROOKFIELD,4069,QLD,AUSTRALIA,"{'longitude': 152.91867778, 'latitude': -27.5087576}"
10 TAMBY COURT,SOUTHERN RIVER,6110,WA,AUSTRALIA,"{'longitude': 115.9615407, 'latitude': -32.1139966}"
35 PEBBLE BUSH DRIVE,CANNING VALE,6155,WA,AUSTRALIA,"{'longitude': 115.91226099, 'latitude': -32.08277719}"
"UNIT 326, 14B ANTHONY ROAD",WEST RYDE,2114,NSW,AUSTRALIA,"{'longitude': 151.08782436, 'latitude': -33.80540417}"
17 MERNDA AVENUE,BONBEACH,3196,VIC,AUSTRALIA,"{'longitude': 145.12486588, 'latitude': -38.06934685}"
453 BLACKSHAWS ROAD,ALTONA NORTH,3025,VIC,AUSTRALIA,"{'longitude': 144.83776196, 'latitude': -37.83025183}"
7 CANNING STREET,CARLTON,3053,VIC,AUSTRALIA,"{'longitude': 144.97213934, 'latitude': -37.80053319}"
"UNIT 6, 84 HIGH STREET",SOUTHPORT,4215,QLD,AUSTRALIA,"{'longitude': 153.40809738, 'latitude': -27.96550487}"
"UNIT 53, 325 STANLEY STREET",BRENDALE,4500,QLD,AUSTRALIA,"{'longitude': 152.96492864, 'latitude': -27.31100986}"
11 MELFORT CIRCLE,KINROSS,6028,WA,AUSTRALIA,"{'longitude': 115.73100664, 'latitude': -31.71491551}"
7 WANDOO LANE,FALCON,6210,WA,AUSTRALIA,"{'longitude': 115.65158259, 'latitude': -32.59603002}"
9 SEA CHANGE COURT,BARGARA,4670,QLD,AUSTRALIA,"{'longitude': 152.46721954, 'latitude': -24.84108932}"
50 JABIRU DRIVE,COBAKI LAKES,2486,NSW,AUSTRALIA,"{'longitude': 153.46271664, 'latitude': -28.18196622}"
230 COMMERCIAL STREET,MERBEIN,3505,VIC,AUSTRALIA,"{'longitude': 142.07611584, 'latitude': -34.16867021}"
16 GRANADA COURT,POINT VERNON,4655,QLD,AUSTRALIA,"{'longitude': 152.82358612, 'latitude': -25.26013821}"
8 ELIZABETH KENNY COURT,HARRISTOWN,4350,QLD,AUSTRALIA,"{'longitude': 151.92008627, 'latitude': -27.56590005}"
"UNIT 1705, 33 T E PETERS DRIVE",BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.42618123, 'latitude': -28.02671739}"
29 LIGHTHOUSE PARADE,MINDARIE,6030,WA,AUSTRALIA,"{'longitude': 115.70478071, 'latitude': -31.68334661}"
38 SPRING VALLEY DRIVE,CLAYTON SOUTH,3169,VIC,AUSTRALIA,"{'longitude': 145.13485689, 'latitude': -37.94779385}"
22 HOBBS STREET,SCARBOROUGH,4020,QLD,AUSTRALIA,"{'longitude': 153.11213538, 'latitude': -27.1946287}"
36 ROYALOAK CRESCENT,CRANBOURNE EAST,3977,VIC,AUSTRALIA,"{'longitude': 145.29281476, 'latitude': -38.12575118}"
33 KINGSTON COURT,NORTH LAKES,4509,QLD,AUSTRALIA,"{'longitude': 153.01013974, 'latitude': -27.21807255}"
10 FROST COURT,BUNDOORA,3083,VIC,AUSTRALIA,"{'longitude': 145.05599893, 'latitude': -37.68818184}"
11 SUNLAND STREET,BEENLEIGH,4207,QLD,AUSTRALIA,"{'longitude': 153.18848057, 'latitude': -27.71546446}"
10 KOOYONG PLACE,HIGHTON,3216,VIC,AUSTRALIA,"{'longitude': 144.30930341, 'latitude': -38.15223483}"
5 LITTLE GEM WAY,BERWICK,3806,VIC,AUSTRALIA,"{'longitude': 145.35535773, 'latitude': -38.07183605}"
17 PEAK CROSSING CHURCHBANK WEIR ROAD,PEAK CROSSING,4306,QLD,AUSTRALIA,"{'longitude': 152.72734846, 'latitude': -27.78291438}"
49 HAMILL ROAD,UPPER PILTON,4361,QLD,AUSTRALIA,"{'longitude': 152.09527785, 'latitude': -27.91328951}"
108 BALWYN ROAD,BALWYN,3103,VIC,AUSTRALIA,"{'longitude': 145.08189292, 'latitude': -37.81107085}"
35 POINCIANA STREET,NEWTOWN,4350,QLD,AUSTRALIA,"{'longitude': 151.91813106, 'latitude': -27.56243882}"
4 WADE COURT,CHELTENHAM,3192,VIC,AUSTRALIA,"{'longitude': 145.07862958, 'latitude': -37.96213719}"
59 STANSFIELD STREET,HUGHENDEN,4821,QLD,AUSTRALIA,"{'longitude': 144.19676749, 'latitude': -20.84280839}"
"APARTMENT 115, 1 ELLAND AVENUE",BOX HILL,3128,VIC,AUSTRALIA,"{'longitude': 145.12336444, 'latitude': -37.8172218}"
38 SUNRAY AVENUE,CHELTENHAM,3192,VIC,AUSTRALIA,"{'longitude': 145.0645059, 'latitude': -37.96334685}"
3 BAUDIN PLACE,COOGEE,6166,WA,AUSTRALIA,"{'longitude': 115.77188073, 'latitude': -32.11880661}"
4 DOLPHIN AVENUE,BATEMANS BAY,2536,NSW,AUSTRALIA,"{'longitude': 150.19156112, 'latitude': -35.72013403}"
90 SKINNER STREET,SOUTH GRAFTON,2460,NSW,AUSTRALIA,"{'longitude': 152.93251532, 'latitude': -29.7057151}"
36 CRYSTAL CRESCENT,ALICE RIVER,4817,QLD,AUSTRALIA,"{'longitude': 146.59419294, 'latitude': -19.33773468}"
"UNIT 6, 151 STATION STREET",FAIRFIELD,3078,VIC,AUSTRALIA,"{'longitude': 145.01885083, 'latitude': -37.77605577}"
8 NORMANBY STREET,WARRAGUL,3820,VIC,AUSTRALIA,"{'longitude': 145.939078, 'latitude': -38.16462308}"
3032 THEODORE MOURA ROAD,KIANGA,4718,QLD,AUSTRALIA,"{'longitude': 150.02028196, 'latitude': -24.65686401}"
54 WARANA DRIVE,HAMPTON PARK,3976,VIC,AUSTRALIA,"{'longitude': 145.27349486, 'latitude': -38.03179286}"
"UNIT 8, 8-12 GIDDINGS AVENUE",CRONULLA,2230,NSW,AUSTRALIA,"{'longitude': 151.15342539, 'latitude': -34.05812043}"
4 BANGALOW PLACE,SOUTH LAKE,6164,WA,AUSTRALIA,"{'longitude': 115.84870072, 'latitude': -32.09760661}"
"UNIT 107, 143 ADELAIDE TERRACE",EAST PERTH,6004,WA,AUSTRALIA,"{'longitude': 115.87209316, 'latitude': -31.96051628}"
6 CHATSWORTH COURT,BEACONSFIELD,3807,VIC,AUSTRALIA,"{'longitude': 145.38689698, 'latitude': -38.05992567}"
31 MELLUM CIRCUIT,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.30913454, 'latitude': -27.94175666}"
165 COLLINS STREET,THORNBURY,3071,VIC,AUSTRALIA,"{'longitude': 145.01843993, 'latitude': -37.75584884}"
71 BALYANG WAY,CRAIGIEBURN,3064,VIC,AUSTRALIA,"{'longitude': 144.91275625, 'latitude': -37.59891319}"
"UNIT 22, 2 WATERWAY COURT",CHURCHLANDS,6018,WA,AUSTRALIA,"{'longitude': 115.80299489, 'latitude': -31.93055655}"
"UNIT 5, 11 UNARA STREET",CAMPSIE,2194,NSW,AUSTRALIA,"{'longitude': 151.10655126, 'latitude': -33.91445462}"
67 PARKLANDS BOULEVARD,WONDUNNA,4655,QLD,AUSTRALIA,"{'longitude': 152.85594775, 'latitude': -25.32792859}"
29 CRIBB STREET,BERKELEY,2506,NSW,AUSTRALIA,"{'longitude': 150.85129371, 'latitude': -34.47216207}"
"APARTMENT 4521, 35 BURDETT STREET",ALBION,4010,QLD,AUSTRALIA,"{'longitude': 153.04671757, 'latitude': -27.43170692}"
33 NORTHQUARTER DRIVE,MURRUMBA DOWNS,4503,QLD,AUSTRALIA,"{'longitude': 153.01286101, 'latitude': -27.26735168}"
6 CATALPA STREET,EIGHT MILE PLAINS,4113,QLD,AUSTRALIA,"{'longitude': 153.07338875, 'latitude': -27.58234644}"
13 TELOPEA AVENUE,CARINGBAH SOUTH,2229,NSW,AUSTRALIA,"{'longitude': 151.1247513, 'latitude': -34.05516798}"
2 OLEA COURT,REDLYNCH,4870,QLD,AUSTRALIA,"{'longitude': 145.69731072, 'latitude': -16.90305581}"
1 LAKE WIVENHOE COURT,LOGAN RESERVE,4133,QLD,AUSTRALIA,"{'longitude': 153.11480827, 'latitude': -27.69556049}"
10 STARLING STREET,ROZELLE,2039,NSW,AUSTRALIA,"{'longitude': 151.17466024, 'latitude': -33.86467935}"
"UNIT 10, 723 ORRONG ROAD",TOORAK,3142,VIC,AUSTRALIA,"{'longitude': 145.01392449, 'latitude': -37.839303}"
201 LESCHENAULTIA DRIVE,CHITTERING,6084,WA,AUSTRALIA,"{'longitude': 116.0715239, 'latitude': -31.49202812}"
39A DOUGLAS PARADE,YARRA JUNCTION,3797,VIC,AUSTRALIA,"{'longitude': 145.62128431, 'latitude': -37.78760646}"
"UNIT 105, 6 FLORENCE STREET",BRUNSWICK,3056,VIC,AUSTRALIA,"{'longitude': 144.96100292, 'latitude': -37.7613883}"
10 ORRONG CRESCENT,CAULFIELD NORTH,3161,VIC,AUSTRALIA,"{'longitude': 145.01711592, 'latitude': -37.86776284}"
17 DENNIS STREET,BOYNE ISLAND,4680,QLD,AUSTRALIA,"{'longitude': 151.32699918, 'latitude': -23.9626048}"
14 ANTHONY GARDENS,BALDIVIS,6171,WA,AUSTRALIA,"{'longitude': 115.81214564, 'latitude': -32.35925296}"
9 SNOW WOOD DRIVE,EATONS HILL,4037,QLD,AUSTRALIA,"{'longitude': 152.94772419, 'latitude': -27.34416384}"
70 GLEN SHIAN LANE,MOUNT ELIZA,3930,VIC,AUSTRALIA,"{'longitude': 145.08477288, 'latitude': -38.17201885}"
9 WARRAWONG STREET,GLENMORE PARK,2745,NSW,AUSTRALIA,"{'longitude': 150.69264033, 'latitude': -33.80152378}"
541 PRINCES HIGHWAY,ORBOST,3888,VIC,AUSTRALIA,"{'longitude': 148.51303409, 'latitude': -37.70516957}"
31 MCCUSKER DRIVE,BUNGENDORE,2621,NSW,AUSTRALIA,"{'longitude': 149.45013021, 'latitude': -35.24717475}"
15 CORONA PLACE,ROXBURGH PARK,3064,VIC,AUSTRALIA,"{'longitude': 144.93439101, 'latitude': -37.62212286}"
93 O'SULLIVAN ROAD,LEUMEAH,2560,NSW,AUSTRALIA,"{'longitude': 150.83114819, 'latitude': -34.05579866}"
7 HOWSON CLOSE,ENDEAVOUR HILLS,3802,VIC,AUSTRALIA,"{'longitude': 145.24857487, 'latitude': -37.97683886}"
12 PALMER STREET,WARNBRO,6169,WA,AUSTRALIA,"{'longitude': 115.75069075, 'latitude': -32.34183661}"
80 ADELAIDE CIRCUIT,BEENLEIGH,4207,QLD,AUSTRALIA,"{'longitude': 153.19116717, 'latitude': -27.71746371}"
"UNIT 25, 17-21 MANSFIELD AVENUE",CARINGBAH,2229,NSW,AUSTRALIA,"{'longitude': 151.12438083, 'latitude': -34.04396156}"
12 THOMPSON STREET,BULIMBA,4171,QLD,AUSTRALIA,"{'longitude': 153.0553397, 'latitude': -27.44606477}"
"UNIT 5, 72-74 YORKTOWN PARADE",MAROUBRA,2035,NSW,AUSTRALIA,"{'longitude': 151.24747675, 'latitude': -33.94734553}"
"UNIT 3, 39 CAMDEN STREET",ALBION,4010,QLD,AUSTRALIA,"{'longitude': 153.04464692, 'latitude': -27.42657521}"
22 NICHOLAS CONOLY DRIVE,SINGLETON HEIGHTS,2330,NSW,AUSTRALIA,"{'longitude': 151.1636693, 'latitude': -32.53617924}"
40 ST CLAIR CIRCLE,EDGEWATER,6027,WA,AUSTRALIA,"{'longitude': 115.7748707, 'latitude': -31.75753661}"
1 KILLARA COURT,GOONELLABAH,2480,NSW,AUSTRALIA,"{'longitude': 153.34003161, 'latitude': -28.81595848}"
"UNIT 16, 162 MARINE PARADE",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.54604783, 'latitude': -28.16533021}"
23 AILSACRAIG RAMBLE,KINROSS,6028,WA,AUSTRALIA,"{'longitude': 115.73512071, 'latitude': -31.71383661}"
8 CHARNLEY VISTA,MILLBRIDGE,6232,WA,AUSTRALIA,"{'longitude': 115.73269083, 'latitude': -33.31274662}"
20 SYCAMORE DRIVE,CURRIMUNDI,4551,QLD,AUSTRALIA,"{'longitude': 153.11420991, 'latitude': -26.75921118}"
22 MOUNTAIN CRESCENT,MONTROSE,3765,VIC,AUSTRALIA,"{'longitude': 145.36706887, 'latitude': -37.80452887}"
"UNIT 5, 6 ORMOND ROAD",ASCOT VALE,3032,VIC,AUSTRALIA,"{'longitude': 144.92816095, 'latitude': -37.77280583}"
23 BUSBY STREET,ALGESTER,4115,QLD,AUSTRALIA,"{'longitude': 153.03640439, 'latitude': -27.60732944}"
30 RAILWAY ROAD,CARNEGIE,3163,VIC,AUSTRALIA,"{'longitude': 145.05307791, 'latitude': -37.89259684}"
42 WARNER STREET,ROSENTHAL HEIGHTS,4370,QLD,AUSTRALIA,"{'longitude': 151.98929409, 'latitude': -28.22111649}"
11 WALTERS STREET,WARILLA,2528,NSW,AUSTRALIA,"{'longitude': 150.85205649, 'latitude': -34.55405338}"
59 LEIGH DRIVE,PAKENHAM,3810,VIC,AUSTRALIA,"{'longitude': 145.50560014, 'latitude': -38.05990894}"
3 KRECKLER CRESCENT,LALOR PARK,2147,NSW,AUSTRALIA,"{'longitude': 150.93484437, 'latitude': -33.75853617}"
169 COOLART ROAD,HASTINGS,3915,VIC,AUSTRALIA,"{'longitude': 145.14577685, 'latitude': -38.31045785}"
"UNIT 2, 33 BURKETT DRIVE",HANNANS,6430,WA,AUSTRALIA,"{'longitude': 121.44892985, 'latitude': -30.72419636}"
2 BUNGAREE PLACE,SANDHURST,3977,VIC,AUSTRALIA,"{'longitude': 145.21419711, 'latitude': -38.0850105}"
13A BROOKS STREET,GUILDFORD,2161,NSW,AUSTRALIA,"{'longitude': 150.97998138, 'latitude': -33.85743273}"
"UNIT 11, 59 SHOLL STREET",MANDURAH,6210,WA,AUSTRALIA,"{'longitude': 115.72308384, 'latitude': -32.52789254}"
26 CANAAN AVENUE,FIGTREE,2525,NSW,AUSTRALIA,"{'longitude': 150.84451134, 'latitude': -34.42099599}"
19 LENNOX STREET,HAWTHORN,3122,VIC,AUSTRALIA,"{'longitude': 145.02362793, 'latitude': -37.82015584}"
4 LOUGHREA STREET,TINGALPA,4173,QLD,AUSTRALIA,"{'longitude': 153.13206637, 'latitude': -27.47982649}"
53 ARDROSS STREET,APPLECROSS,6153,WA,AUSTRALIA,"{'longitude': 115.83550161, 'latitude': -32.01193562}"
"UNIT 1131, 22 REFINERY PARADE",NEW FARM,4005,QLD,AUSTRALIA,"{'longitude': 153.05178448, 'latitude': -27.46487311}"
95 RIVERSIDE DRIVE,WEST BALLINA,2478,NSW,AUSTRALIA,"{'longitude': 153.53462536, 'latitude': -28.86934289}"
173 OGILVIE ROAD WEST,OGILVIE,6535,WA,AUSTRALIA,"{'longitude': 114.62519784, 'latitude': -28.1627831}"
"UNIT 11109, 88 DOGGETT STREET",NEWSTEAD,4006,QLD,AUSTRALIA,"{'longitude': 153.04306188, 'latitude': -27.45127015}"
15 RADFORD LANE,RIDGEWOOD,6030,WA,AUSTRALIA,"{'longitude': 115.72021842, 'latitude': -31.65402461}"
"UNIT 12, 122-130 CLAREVILLE AVENUE",SANDRINGHAM,2219,NSW,AUSTRALIA,"{'longitude': 151.13899092, 'latitude': -34.00174163}"
398 KENTUCKY LANE,ERIN VALE,2663,NSW,AUSTRALIA,"{'longitude': 147.50541056, 'latitude': -34.67572132}"
15 MONTEREY BOULEVARD,FRANKSTON NORTH,3200,VIC,AUSTRALIA,"{'longitude': 145.15072287, 'latitude': -38.11939385}"
254 CLARENDON STREET,THORNBURY,3071,VIC,AUSTRALIA,"{'longitude': 145.02040493, 'latitude': -37.76177584}"
9 HEWAT COURT,MORWELL,3840,VIC,AUSTRALIA,"{'longitude': 146.43464681, 'latitude': -38.22284061}"
5 SNOWSILL AVENUE,REVESBY,2212,NSW,AUSTRALIA,"{'longitude': 151.02455894, 'latitude': -33.93766108}"
171 MULLIGAN HIGHWAY,COOKTOWN,4895,QLD,AUSTRALIA,"{'longitude': 145.24423805, 'latitude': -15.50249257}"
59-63 BENOWA STREET,TAMBORINE MOUNTAIN,4272,QLD,AUSTRALIA,"{'longitude': 153.19373275, 'latitude': -27.97640099}"
121A MULGA ROAD,OATLEY,2223,NSW,AUSTRALIA,"{'longitude': 151.07284013, 'latitude': -33.9800912}"
"UNIT 15, 90 EDGARS ROAD",THOMASTOWN,3074,VIC,AUSTRALIA,"{'longitude': 145.00346048, 'latitude': -37.68536593}"
15 HARMON DRIVE,DROUIN,3818,VIC,AUSTRALIA,"{'longitude': 145.87215939, 'latitude': -38.13068415}"
51 BASSETT STREET,FAIRY MEADOW,2519,NSW,AUSTRALIA,"{'longitude': 150.88231046, 'latitude': -34.3989527}"
19 RICHARD STREET,DONCASTER EAST,3109,VIC,AUSTRALIA,"{'longitude': 145.1683679, 'latitude': -37.79514385}"
10 WHITMORE PLACE,COOLBELLUP,6163,WA,AUSTRALIA,"{'longitude': 115.80624072, 'latitude': -32.08788661}"
6 MCILWRAITH STREET,CLONCURRY,4824,QLD,AUSTRALIA,"{'longitude': 140.52534746, 'latitude': -20.70759283}"
9 BALLOW ROAD,DUNWICH,4183,QLD,AUSTRALIA,"{'longitude': 153.40367089, 'latitude': -27.50008362}"
19 WORROBIL STREET,NORTH BALGOWLAH,2093,NSW,AUSTRALIA,"{'longitude': 151.24907143, 'latitude': -33.7905878}"
68 MANNING DRIVE,CHURCHILL,3842,VIC,AUSTRALIA,"{'longitude': 146.40809153, 'latitude': -38.31406204}"
15 CHURCH STREET,BELLINGEN,2454,NSW,AUSTRALIA,"{'longitude': 152.89637927, 'latitude': -30.45359377}"
115 OAKES ROAD,CARLINGFORD,2118,NSW,AUSTRALIA,"{'longitude': 151.04277293, 'latitude': -33.76709354}"
21 TATE AVENUE,WANTIRNA SOUTH,3152,VIC,AUSTRALIA,"{'longitude': 145.24219588, 'latitude': -37.85898486}"
2A DAPHNE STREET,SUNSHINE WEST,3020,VIC,AUSTRALIA,"{'longitude': 144.79776297, 'latitude': -37.78472283}"
"APARTMENT 704, 11 BARRACK SQUARE",PERTH,6000,WA,AUSTRALIA,"{'longitude': 115.85765488, 'latitude': -31.95891655}"
"UNIT 5, 26 ESPLANADE",TIN CAN BAY,4580,QLD,AUSTRALIA,"{'longitude': 153.00961092, 'latitude': -25.90563366}"
15 COUNTESS LINK,MADELEY,6065,WA,AUSTRALIA,"{'longitude': 115.83428105, 'latitude': -31.81165719}"
15 LANG STREET,PADSTOW,2211,NSW,AUSTRALIA,"{'longitude': 151.02624575, 'latitude': -33.95846062}"
6 DOUGHERTY STREET,YARRAM,3971,VIC,AUSTRALIA,"{'longitude': 146.67798353, 'latitude': -38.56648864}"
3B COONEWARRA WAY,QUINNS ROCKS,6030,WA,AUSTRALIA,"{'longitude': 115.70127834, 'latitude': -31.66983888}"
2 ARKLEY AVENUE,CLAYMORE,2559,NSW,AUSTRALIA,"{'longitude': 150.8115418, 'latitude': -34.04872649}"
14 RIGG STREET,WOREE,4868,QLD,AUSTRALIA,"{'longitude': 145.74537547, 'latitude': -16.95671057}"
102 ATTFIELD ROAD,YORK,6302,WA,AUSTRALIA,"{'longitude': 116.78496426, 'latitude': -31.87334601}"
74 SHELLY BEACH ROAD,EMPIRE BAY,2257,NSW,AUSTRALIA,"{'longitude': 151.36963072, 'latitude': -33.49390882}"
36 DARTON LOOP,BERTRAM,6167,WA,AUSTRALIA,"{'longitude': 115.84181799, 'latitude': -32.23724985}"
11 KAKADU DRIVE,SHEPPARTON NORTH,3631,VIC,AUSTRALIA,"{'longitude': 145.40934152, 'latitude': -36.34590971}"
123 HAMMERSMITH STREET,COOPERS PLAINS,4108,QLD,AUSTRALIA,"{'longitude': 153.04608282, 'latitude': -27.56262109}"
1 CLIVE ROAD,EASTWOOD,2122,NSW,AUSTRALIA,"{'longitude': 151.07914117, 'latitude': -33.78806091}"
4 SARDON STREET,CENTENARY HEIGHTS,4350,QLD,AUSTRALIA,"{'longitude': 151.9695078, 'latitude': -27.58954453}"
7 ELMORE STREET,MOUNT HELENA,6082,WA,AUSTRALIA,"{'longitude': 116.20957065, 'latitude': -31.87295659}"
99 JUANITA DRIVE,MOUNT KELLY,4807,QLD,AUSTRALIA,"{'longitude': 147.3230271, 'latitude': -19.66812955}"
15 JENSEN STREET,MANOORA,4870,QLD,AUSTRALIA,"{'longitude': 145.73865184, 'latitude': -16.91396576}"
2824 MURRAY VALLEY HIGHWAY,NYAH,3594,VIC,AUSTRALIA,"{'longitude': 143.37652626, 'latitude': -35.16555997}"
"UNIT 2, 102 CLAYTON ROAD",CLAYTON,3168,VIC,AUSTRALIA,"{'longitude': 145.12364426, 'latitude': -37.90703701}"
17 SWAIN CRESCENT,DAPTO,2530,NSW,AUSTRALIA,"{'longitude': 150.79522145, 'latitude': -34.50880948}"
168 LINDSAY STREET,HAMILTON,2303,NSW,AUSTRALIA,"{'longitude': 151.73996275, 'latitude': -32.92064164}"
"UNIT 4, 3 DUNLOP AVENUE",ASCOT VALE,3032,VIC,AUSTRALIA,"{'longitude': 144.92195738, 'latitude': -37.77842869}"
58 AUSTRALIA STREET,BASS HILL,2197,NSW,AUSTRALIA,"{'longitude': 151.00546737, 'latitude': -33.90203686}"
9 CAMBDEN PARK PARADE,FERNTREE GULLY,3156,VIC,AUSTRALIA,"{'longitude': 145.25862388, 'latitude': -37.88203886}"
12-14 OGILVY COURT,CORNUBIA,4130,QLD,AUSTRALIA,"{'longitude': 153.22856691, 'latitude': -27.6681658}"
"UNIT 13, 16-36 BEDFORD STREET",BOX HILL,3128,VIC,AUSTRALIA,"{'longitude': 145.1323229, 'latitude': -37.82829598}"
"UNIT 304, 70 QUEENSBERRY STREET",CARLTON,3053,VIC,AUSTRALIA,"{'longitude': 144.96678553, 'latitude': -37.80474441}"
9 POLYGALA WAY,SINAGRA,6065,WA,AUSTRALIA,"{'longitude': 115.81294894, 'latitude': -31.74132054}"
29 WHISKEY CREEK ROAD,NIRRANDA EAST,3268,VIC,AUSTRALIA,"{'longitude': 142.84749073, 'latitude': -38.4832475}"
5 YARROW COURT,REDBANK PLAINS,4301,QLD,AUSTRALIA,"{'longitude': 152.86999911, 'latitude': -27.63665277}"
"UNIT 12, 9 AKERINGA PLACE",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.11387395, 'latitude': -26.69128381}"
740 MOSSMAN - DAINTREE ROAD,MIALLO,4873,QLD,AUSTRALIA,"{'longitude': 145.38583078, 'latitude': -16.40394685}"
26 MALMROSE STREET,WISHART,4122,QLD,AUSTRALIA,"{'longitude': 153.09659536, 'latitude': -27.55282802}"
13 ALLENBY STREET,WANDAL,4700,QLD,AUSTRALIA,"{'longitude': 150.4934446, 'latitude': -23.36550438}"
"UNIT 1, 13 BRISBANE STREET",HARRIS PARK,2150,NSW,AUSTRALIA,"{'longitude': 151.01175998, 'latitude': -33.82374752}"
2 DEGANCE STREET,SOUTH TAMWORTH,2340,NSW,AUSTRALIA,"{'longitude': 150.92224776, 'latitude': -31.10620956}"
21 SILVER STREET,MCKAIL,6330,WA,AUSTRALIA,"{'longitude': 117.84506013, 'latitude': -34.99845169}"
